Time,Used
39998.630178,459400680
39998.630202,454818680
39998.630225,468644832
39998.630248,481547472
39998.630271,481527416
39998.630294,493308648
39998.630317,157999720
39998.630340,170663912
39998.630364,169297072
39998.630387,181548640
39998.630410,195020784
39998.630433,192847056
39998.630456,203566464
39998.630479,214592288
39998.630502,213961640
39998.630526,230122152
39998.630549,234098072
39998.630572,244950208
39998.630595,256137704
39998.630618,253798944
39998.630641,266001464
39998.630665,278237056
39998.630688,275845304
39998.630711,288124912
39998.630734,293222040
39998.630757,306323760
39998.630780,302664088
39998.630803,316117128
39998.630827,329750192
39998.630850,326597368
39998.630873,339352784
39998.630896,335180584
39998.630919,347930000
39998.630942,359421336
39998.630965,354296968
39998.630989,365394584
39998.631012,377215832
39998.631035,373825024
39998.631058,384292464
39998.631081,394603816
39998.631104,388637272
39998.631128,399699464
39998.631151,413123128
39998.631174,408251136
39998.631197,419488248
39998.631220,431844592
39998.631243,428274568
39998.631266,442271272
39998.631290,438582832
39998.631313,451096336
39998.631336,463549400
39998.631359,468668448
39998.631382,476972728
39998.631405,165069936
39998.631428,161495016
39998.631452,172847272
39998.631475,171950728
39998.631498,183146128
39998.631521,193213608
39998.631544,192072200
39998.631567,202272032
39998.631590,214648144
39998.631614,212984632
39998.631637,224793720
39998.631660,233751640
39998.631683,242658736
39998.631706,236570408
39998.631729,245361304
39998.631753,255911976
39998.631776,247994792
39998.631799,254562008
39998.631822,261154192
39998.631845,267726984
39998.631868,273488864
39998.631891,264961624
39998.631915,268614112
39998.631938,271292264
39998.631961,273918120
39998.631984,276751720
39998.632007,278823232
39998.632030,280619832
39998.632053,282636256
39998.632077,284571912
39998.632100,292226632
39998.632123,279282120
39998.632146,282190744
39998.632169,285654824
39998.632192,288379152
39998.632215,116411920
39998.632239,116772408
39998.632262,116970328
39998.632285,117168648
39998.632308,117386944
39998.632331,117585248
39998.632354,116645216
39998.632378,130456904
39998.632401,133241672
39998.632424,136085592
39998.632447,137389200
39998.632470,145943288
39998.632494,148275296
39998.632517,148519928
39998.632540,132257848
39998.632563,132556968
39998.632586,135133192
39998.632609,137681864
39998.632632,139165280
39998.632656,141043200
39998.632679,141490752
39998.632702,144925576
39998.632725,147374976
39998.632748,148485696
39998.632771,153541176
39998.632794,155658944
39998.632818,141742896
39998.632841,143261624
39998.632864,143507832
39998.632887,145023936
39998.632910,146837008
39998.632933,150201200
39998.632956,154495512
39998.632980,160821848
39998.633003,161213624
39998.633026,162730952
39998.633049,165928400
39998.633072,166467912
39998.633095,168315272
39998.633119,168771672
39998.633141,152669432
39998.633165,163178592
39998.633188,163703616
39998.633211,167317776
39998.633234,174811888
39998.633257,177742512
39998.633281,181871152
39998.633304,165094200
39998.633327,165307680
39998.633350,165961384
39998.633373,170391184
39998.633396,172920440
39998.633419,174569008
39998.633443,176051088
39998.633466,176716424
39998.633489,178685384
39998.633512,191172360
39998.633535,180471968
39998.633558,204878520
39998.633581,280289168
39998.633604,354130880
39998.633628,218937688
39998.633651,279784368
39998.633674,332060520
39998.633697,315426152
39998.633720,288025584
39998.633743,267395072
39998.633766,381169872
39998.633790,116513104
39998.633813,116719928
39998.633836,116922984
39998.633859,117125384
39998.633882,117337560
39998.633905,117543648
39998.633928,116627784
39998.633952,116840936
39998.633975,117040568
39998.633998,117250008
39998.634021,117454520
39998.634044,117667232
39998.634067,117873040
39998.634091,118083552
39998.634114,118290976
39998.634137,118489032
39998.634160,118688336
39998.634183,118898280
39998.634206,119107728
39998.634229,119307344
39998.634253,119512632
39998.634276,119722792
39998.634299,119922248
39998.634322,120129816
39998.634345,120338760
39998.634368,120541512
39998.634391,120748584
39998.634415,120957720
39998.634438,121159768
39998.634461,121357872
39998.634484,121561960
39998.634507,121764368
39998.634530,121974080
39998.634553,122179048
39998.634577,122384984
39998.634600,122584336
39998.634623,122785208
39998.634646,122988448
39998.634669,123193888
39998.634692,123397104
39998.634716,123607416
39998.634739,123804512
39998.634762,124030056
39998.634785,124234296
39998.634808,124433168
39998.634831,124629024
39998.634854,124836896
39998.634878,125047096
39998.634901,125250960
39998.634924,125454776
39998.634947,125656080
39998.634970,125866248
39998.634993,126064624
39998.635016,126282360
39998.635040,126484504
39998.635063,126689688
39998.635086,126888960
39998.635109,127099976
39998.635132,127300568
39998.635155,127498248
39998.635178,127705792
39998.635202,127900752
39998.635225,128105032
39998.635248,128310528
39998.635271,128521016
39998.635294,128731152
39998.635317,128932800
39998.635341,129129280
39998.635364,129329120
39998.635387,129541296
39998.635410,129749448
39998.635433,129954840
39998.635456,130160312
39998.635479,130366416
39998.635503,130574416
39998.635526,130779288
39998.635549,130979880
39998.635572,131186024
39998.635595,131390432
39998.635618,131594096
39998.635641,131799896
39998.635665,131999968
39998.635688,132213928
39998.635711,132418440
39998.635734,132616728
39998.635757,132825488
39998.635780,133034304
39998.635804,133233912
39998.635827,133443552
39998.635850,133644768
39998.635873,133854776
39998.635896,134062336
39998.635919,134262216
39998.635942,134470968
39998.635966,134670592
39998.635989,134879592
39998.636012,135088392
39998.636035,135288056
39998.636058,135493896
39998.636081,135711896
39998.636104,135911720
39998.636128,136116808
39998.636151,136354176
39998.636174,136553768
39998.636197,136764920
39998.636220,136972384
39998.636243,137181312
39998.636266,137390056
39998.636290,137589712
39998.636313,137790480
39998.636336,138001424
39998.636359,138198272
39998.636382,138400200
39998.636405,138610160
39998.636429,138819832
39998.636452,139019360
39998.636475,139226920
39998.636498,139437192
39998.636521,139642424
39998.636544,139839888
39998.636567,140044832
39998.636591,140248752
39998.636614,140452176
39998.636637,140654312
39998.636660,140857960
39998.636683,141068280
39998.636706,141265792
39998.636729,141473576
39998.636753,141686288
39998.636776,141875600
39998.636799,142082096
39998.636822,142288608
39998.636845,142512608
39998.636868,142712192
39998.636891,142921032
39998.636915,143130760
39998.636938,143329152
39998.636961,143535576
39998.636984,143746200
39998.637007,143952840
39998.637030,144151768
39998.637054,144356792
39998.637077,144560520
39998.637100,144764136
39998.637123,144973912
39998.637146,145176800
39998.637169,145375000
39998.637192,145578744
39998.637216,145791728
39998.637239,145989672
39998.637262,146187104
39998.637285,146397272
39998.637308,146604488
39998.637331,146804080
39998.637354,146999944
39998.637378,147206352
39998.637401,147416560
39998.637424,147615864
39998.637447,147825808
39998.637470,148025904
39998.637493,148236120
39998.637516,148434752
39998.637540,148648264
39998.637563,148856632
39998.637586,149057368
39998.637609,120325856
39998.637632,120639648
39998.637655,120796432
39998.637679,121010000
39998.637702,121182936
39998.637725,121413016
39998.637748,121585408
39998.637771,121702368
39998.637794,116741760
39998.637817,116898112
39998.637841,117054416
39998.637864,117211200
39998.637887,117523816
39998.637910,242050352
39998.637933,120879576
39998.637956,121901760
39998.637980,122011088
39998.638003,122230632
39998.638026,122340896
39998.638049,122560432
39998.638072,122887488
39998.638095,123107080
39998.638119,123434296
39998.638142,123434296
39998.638165,123688632
39998.638188,124084200
39998.638211,124195832
39998.638234,124210584
39998.638257,124650168
39998.638281,124980080
39998.638304,124989488
39998.638327,125105440
39998.638350,125432576
39998.638373,125873672
39998.638396,125877752
39998.638419,126295360
39998.638443,126526608
39998.638466,126640600
39998.638489,126642904
39998.638512,127079384
39998.638535,127301848
39998.638558,127416536
39998.638582,127641144
39998.638605,127862568
39998.638628,128087056
39998.638651,128279832
39998.638674,128545728
39998.638697,128889392
39998.638720,128889392
39998.638744,129232984
39998.638767,129452008
39998.638790,129786816
39998.638813,129790600
39998.638836,130019360
39998.638859,130142320
39998.638882,130590920
39998.638906,130799120
39998.638929,130920896
39998.638952,131033376
39998.638975,131274496
39998.638998,131501680
39998.639021,131938040
39998.639044,131960568
39998.639068,132404592
39998.639091,132415680
39998.639114,132787640
39998.639137,133065224
39998.639160,134754664
39998.639183,138988392
39998.639206,144218168
39998.639229,121126408
39998.639253,126210000
39998.639276,131770656
39998.639299,136878056
39998.639322,141993008
39998.639345,146989616
39998.639368,151925392
39998.639391,116630344
39998.639415,116932480
39998.639438,117154960
39998.639461,117377200
39998.639484,117525464
39998.639507,117748776
39998.639530,166303104
39998.639554,176458376
39998.639577,211406592
39998.639600,231086832
39998.639623,0
