Time,CPU Usage
39998.630433,83.4
39998.630456,83.0
39998.630479,83.0
39998.630503,83.3
39998.630526,83.0
39998.630549,83.3
39998.630572,82.9
39998.630595,83.0
39998.630618,83.5
39998.630642,83.0
39998.630665,83.0
39998.630688,83.5
39998.630711,82.8
39998.630734,82.7
39998.630757,82.6
39998.630780,83.2
39998.630804,83.1
39998.630827,83.2
39998.630850,83.0
39998.630873,83.2
39998.630897,83.4
39998.630919,82.7
39998.630942,83.2
39998.630966,83.2
39998.630989,83.3
39998.631012,82.1
39998.631035,83.0
39998.631058,83.0
39998.631081,82.1
39998.631104,82.8
39998.631128,82.6
39998.631151,82.6
39998.631174,82.9
39998.631197,83.3
39998.631220,82.8
39998.631243,83.3
39998.631266,82.1
39998.631290,83.2
39998.631313,83.0
39998.631336,83.1
39998.631359,86.3
39998.631382,87.3
39998.631405,88.1
39998.631429,82.5
39998.631452,82.8
39998.631475,83.2
39998.631498,82.8
39998.631521,83.0
39998.631544,83.3
39998.631567,83.0
39998.631591,82.6
39998.631614,83.6
39998.631637,82.8
39998.631660,83.0
39998.631683,82.8
39998.631706,83.3
39998.631729,82.7
39998.631753,82.8
39998.631776,82.7
39998.631799,82.8
39998.631822,82.9
39998.631845,82.8
39998.631868,83.3
39998.631892,83.3
39998.631915,83.2
39998.631938,82.8
39998.631961,83.3
39998.631984,83.3
39998.632007,83.3
39998.632030,83.2
39998.632054,83.0
39998.632077,83.5
39998.632100,83.5
39998.632123,82.8
39998.632146,83.3
39998.632169,83.5
39998.632192,83.5
39998.632224,70.8
39998.632239,0.0
39998.632262,0.5
39998.632285,0.0
39998.632308,0.0
39998.632331,0.3
39998.632356,37.0
39998.632378,95.6
39998.632402,97.2
39998.632425,96.5
39998.632448,97.0
39998.632471,95.6
39998.632494,96.9
39998.632517,97.0
39998.632540,97.0
39998.632563,96.7
39998.632587,97.5
39998.632610,96.6
39998.632633,96.2
39998.632656,96.0
39998.632679,96.7
39998.632703,97.2
39998.632725,95.7
39998.632748,97.2
39998.632772,96.2
39998.632795,96.6
39998.632818,95.7
39998.632841,97.0
39998.632864,96.5
39998.632888,96.8
39998.632911,97.4
39998.632934,96.8
39998.632957,97.1
39998.632980,96.6
39998.633003,96.9
39998.633026,97.0
39998.633049,97.0
39998.633073,97.0
39998.633096,97.3
39998.633119,96.1
39998.633142,96.7
39998.633165,96.2
39998.633188,96.5
39998.633212,96.4
39998.633235,96.8
39998.633257,97.6
39998.633281,96.8
39998.633304,96.7
39998.633327,96.6
39998.633351,97.1
39998.633374,96.9
39998.633397,96.9
39998.633420,97.1
39998.633443,96.2
39998.633466,97.2
39998.633489,96.9
39998.633513,95.4
39998.633535,96.8
39998.633558,93.9
39998.633581,88.6
39998.633605,88.7
39998.633628,91.1
39998.633651,89.3
39998.633676,90.4
39998.633698,88.0
39998.633720,90.5
39998.633745,90.3
39998.633767,88.5
39998.633790,63.1
39998.633813,0.0
39998.633836,0.3
39998.633859,0.0
39998.633882,0.0
39998.633905,0.5
39998.633929,65.4
39998.633952,83.5
39998.633975,82.8
39998.633998,83.2
39998.634021,83.2
39998.634044,81.8
39998.634067,82.7
39998.634091,82.9
39998.634114,83.0
39998.634137,82.5
39998.634160,83.1
39998.634183,82.8
39998.634206,83.0
39998.634230,82.0
39998.634253,82.9
39998.634276,82.9
39998.634299,82.8
39998.634322,83.0
39998.634345,82.8
39998.634368,82.8
39998.634392,82.9
39998.634415,82.6
39998.634438,83.0
39998.634461,83.0
39998.634484,82.6
39998.634507,82.6
39998.634530,83.1
39998.634554,82.8
39998.634577,81.2
39998.634600,80.3
39998.634623,82.6
39998.634646,82.8
39998.634669,83.0
39998.634692,82.9
39998.634716,82.7
39998.634739,82.7
39998.634762,82.8
39998.634785,83.0
39998.634808,82.5
39998.634831,82.9
39998.634855,82.9
39998.634878,82.7
39998.634901,82.7
39998.634924,81.8
39998.634947,82.8
39998.634970,83.2
39998.634993,82.8
39998.635017,82.7
39998.635040,83.0
39998.635063,82.7
39998.635086,82.3
39998.635109,83.0
39998.635132,83.0
39998.635155,82.5
39998.635179,82.9
39998.635202,83.1
39998.635225,82.6
39998.635248,83.0
39998.635271,81.6
39998.635294,82.8
39998.635317,83.0
39998.635341,83.0
39998.635364,82.9
39998.635387,82.7
39998.635410,83.0
39998.635433,82.2
39998.635456,82.9
39998.635480,82.8
39998.635503,82.9
39998.635526,82.8
39998.635549,82.9
39998.635572,82.8
39998.635595,82.7
39998.635618,82.0
39998.635642,83.1
39998.635665,82.8
39998.635688,82.6
39998.635711,83.0
39998.635734,82.8
39998.635757,82.7
39998.635780,83.1
39998.635804,82.7
39998.635827,82.8
39998.635850,83.1
39998.635873,82.8
39998.635896,82.5
39998.635919,82.6
39998.635942,82.8
39998.635966,81.9
39998.635989,83.0
39998.636012,82.5
39998.636035,82.9
39998.636058,83.2
39998.636081,82.6
39998.636105,82.9
39998.636128,82.4
39998.636151,83.0
39998.636174,83.2
39998.636197,82.8
39998.636220,82.6
39998.636243,82.9
39998.636267,83.2
39998.636290,82.7
39998.636313,82.3
39998.636336,82.5
39998.636359,82.5
39998.636382,83.1
39998.636405,82.8
39998.636429,82.8
39998.636452,82.7
39998.636475,82.6
39998.636498,83.2
39998.636521,82.8
39998.636544,83.1
39998.636568,82.3
39998.636591,82.7
39998.636614,83.0
39998.636637,82.7
39998.636660,82.5
39998.636683,79.5
39998.636706,82.6
39998.636730,83.0
39998.636753,82.5
39998.636776,82.9
39998.636799,82.6
39998.636822,82.3
39998.636845,83.1
39998.636868,82.8
39998.636892,82.5
39998.636915,82.8
39998.636938,82.0
39998.636961,83.1
39998.636984,82.7
39998.637007,82.0
39998.637030,82.8
39998.637054,82.9
39998.637077,83.2
39998.637100,82.8
39998.637123,82.8
39998.637146,82.8
39998.637169,83.2
39998.637193,83.3
39998.637216,82.8
39998.637239,82.8
39998.637262,83.1
39998.637285,83.0
39998.637308,83.0
39998.637331,82.6
39998.637355,82.5
39998.637378,83.2
39998.637401,82.8
39998.637424,83.6
39998.637447,82.8
39998.637470,83.2
39998.637493,83.1
39998.637517,82.9
39998.637540,83.1
39998.637563,83.1
39998.637586,83.2
39998.637609,83.0
39998.637632,83.3
39998.637656,82.8
39998.637679,83.4
39998.637702,82.8
39998.637725,82.8
39998.637748,83.0
39998.637771,83.4
39998.637794,46.8
39998.637818,0.3
39998.637841,0.0
39998.637864,0.3
39998.637887,0.0
39998.637910,18.2
39998.637934,76.9
39998.637958,96.0
39998.637980,96.2
39998.638004,97.2
39998.638026,96.9
39998.638050,95.3
39998.638073,95.7
39998.638096,97.5
39998.638119,94.6
39998.638142,95.5
39998.638166,96.8
39998.638188,96.9
39998.638212,96.2
39998.638235,96.9
39998.638258,97.3
39998.638281,96.8
39998.638304,96.7
39998.638327,97.2
39998.638351,97.5
39998.638373,96.7
39998.638397,95.5
39998.638419,97.2
39998.638443,96.5
39998.638466,97.0
39998.638490,96.6
39998.638512,97.5
39998.638536,96.4
39998.638559,96.8
39998.638582,96.4
39998.638605,97.5
39998.638628,96.5
39998.638652,97.0
39998.638674,96.5
39998.638698,96.6
39998.638721,97.5
39998.638744,96.8
39998.638767,95.7
39998.638790,96.4
39998.638814,97.0
39998.638837,97.1
39998.638860,97.0
39998.638883,96.7
39998.638906,96.8
39998.638929,97.1
39998.638952,97.6
39998.638976,96.6
39998.638999,96.6
39998.639022,97.2
39998.639044,97.1
39998.639068,96.5
39998.639091,97.0
39998.639114,95.7
39998.639137,96.1
39998.639160,93.3
39998.639183,88.3
39998.639206,84.9
39998.639230,85.2
39998.639253,84.3
39998.639276,84.9
39998.639299,85.1
39998.639322,85.0
39998.639345,84.7
39998.639368,85.4
39998.639393,55.4
39998.639415,0.3
39998.639438,0.3
39998.639461,0.0
39998.639484,0.0
39998.639507,0.3
39998.639540,57.3
39998.639554,92.8
39998.639578,91.3
39998.639603,92.3
39998.639623,0.0
